count,label,uid
13,9-Oct,115432
7,9-Oct,956
26,9-Oct,104200
5,9-Oct,13813
1,9-Oct,582
1,9-Oct,3410
1,9-Oct,53328
100,9-Oct,33006
3,9-Oct,127013
2,9-Oct,100478
1,9-Oct,31640
1,9-Oct,94144
3,9-Oct,1554
1,9-Oct,533
2,9-Oct,57036
2,9-Oct,1606
8,9-Oct,55164
6,9-Oct,126998
8,9-Oct,4728
4,9-Oct,17896
1,9-Oct,183120
60,9-Oct,4725
4,9-Oct,106244
9,9-Oct,23934
7,9-Oct,43965
4,9-Oct,22237
2,9-Oct,2169
9,9-Oct,48933
3,9-Oct,781
5,9-Oct,155537
57,9-Oct,27439
2,9-Oct,114996
63,9-Oct,183013
1,9-Oct,82208
10,9-Oct,101090
4,9-Oct,177222
7,9-Oct,24231
48,9-Oct,126039
5,9-Oct,67268
12,9-Oct,100142
1,9-Oct,24895
2,9-Oct,158502
6,9-Oct,86463
35,9-Oct,135952
16,9-Oct,189804
35,9-Oct,19068
2,9-Oct,6583
2,9-Oct,283739
15,9-Oct,51428
1,9-Oct,23309
4,9-Oct,151350
1,9-Oct,30579
13,9-Oct,2424
1,9-Oct,8355
21,9-Oct,18747
85,9-Oct,119280
1,9-Oct,3853
2,9-Oct,73297
4,9-Oct,84378
4,9-Oct,49048
24,9-Oct,65843
2,9-Oct,233
27,9-Oct,41543
26,9-Oct,13263
14,9-Oct,112671
32,9-Oct,168225
1,9-Oct,1892
1,9-Oct,7370
2,9-Oct,96982
29,9-Oct,155693
45,9-Oct,115145
3,9-Oct,97777
9,9-Oct,8655
3,9-Oct,43217
1,9-Oct,95725
5,9-Oct,13531
1,9-Oct,27678
2,9-Oct,78162
1,9-Oct,97688
14,9-Oct,30018
2,9-Oct,108741
20,9-Oct,64960
5,9-Oct,7585
3,9-Oct,21974
10,9-Oct,86937
12,9-Oct,191837
4,9-Oct,71059
59,9-Oct,131527
4,9-Oct,191526
5,9-Oct,49713
5,9-Oct,20402
1,9-Oct,601581
2,9-Oct,23616
1,9-Oct,170333
10,9-Oct,37881
1,9-Oct,62931
2,9-Oct,192510
4,9-Oct,188715
1,9-Oct,95710
2,9-Oct,94559
2,9-Oct,8026
19,9-Oct,8155
8,9-Oct,14971
1,9-Oct,718
5,9-Oct,125278
3,9-Oct,41596
15,9-Oct,72312
5,9-Oct,174375
1,9-Oct,99492
1,9-Oct,11480
2,9-Oct,64203
1,9-Oct,36680
1,9-Oct,115481
18,9-Oct,12601
2,9-Oct,13370
20,9-Oct,118959
162,9-Oct,113794
62,9-Oct,37213
3,9-Oct,25920
79,9-Oct,111335
6,9-Oct,3171
3,9-Oct,171006
4,9-Oct,166476
17,9-Oct,11995
1,9-Oct,16957
2,9-Oct,18811
1,9-Oct,102482
20,9-Oct,22595
7,9-Oct,101811
3,9-Oct,115866
6,9-Oct,67386
2,9-Oct,19268
1,9-Oct,121646
14,9-Oct,72631
23,9-Oct,8919
5,9-Oct,7536
19,9-Oct,3146
25,9-Oct,16782
10,9-Oct,65696
2,9-Oct,3546
3,9-Oct,21501
2,9-Oct,50356
1,9-Oct,38971
1,9-Oct,87971
2,9-Oct,121112
4,9-Oct,34537
118,9-Oct,174728
3,9-Oct,66475
3,9-Oct,100020
4,9-Oct,377
29,9-Oct,22459
47,9-Oct,111124
1,9-Oct,17675
3,9-Oct,125921
36,9-Oct,19679
12,9-Oct,19479
85,9-Oct,135152
5,9-Oct,5147
17,9-Oct,59242
21,9-Oct,166740
21,9-Oct,138071
2,9-Oct,45725
4,9-Oct,96531
18,9-Oct,62642
11,9-Oct,1693173
1,9-Oct,14131
1,9-Oct,1869
2,9-Oct,3839
58,9-Oct,126214
2,9-Oct,166940
83,9-Oct,68587
1,9-Oct,111435
1,9-Oct,192810
1,9-Oct,183801
7,9-Oct,10098
1,9-Oct,2990
8,9-Oct,51760
5,9-Oct,41981
1,9-Oct,58737
7,9-Oct,168425
16,9-Oct,179542
14,9-Oct,40714
1,9-Oct,76456
10,9-Oct,95573
2,9-Oct,120410
6,9-Oct,51167
1,9-Oct,163394
4,9-Oct,83741
1,9-Oct,95
14,9-Oct,34942
18,9-Oct,19540
5,9-Oct,60580
13,9-Oct,184842
57,9-Oct,1942
3,9-Oct,2354
17,9-Oct,2385
2,9-Oct,2405
7,9-Oct,185171
1,9-Oct,57457
49,9-Oct,55847
3,9-Oct,2590
1,9-Oct,24820
7,9-Oct,41360
6,9-Oct,85931
1,9-Oct,4257
5,9-Oct,73831
13,9-Oct,76056
2,9-Oct,58508
30,9-Oct,156142
1,9-Oct,19302
1,9-Oct,1338
1,9-Oct,23909
6,9-Oct,22437
1,9-Oct,30354
8,9-Oct,25688
11,9-Oct,1163802
3,9-Oct,84478
5,9-Oct,69258
123,9-Oct,165297
1,9-Oct,11702
4,9-Oct,13924
3,9-Oct,12034
5,9-Oct,16007
4,9-Oct,5077
1,9-Oct,135531
3,9-Oct,124839
3,9-Oct,121531
3,9-Oct,7315
59,9-Oct,33708
1,9-Oct,51771
8,9-Oct,16582
4,9-Oct,118240
5,9-Oct,21126
18,9-Oct,65464
21,9-Oct,8670
1,9-Oct,111988
5,9-Oct,99354
12,9-Oct,32090
13,9-Oct,10593
148,9-Oct,18936
4,9-Oct,116522
22,9-Oct,17160
1,9-Oct,14673
6,9-Oct,80572
2,9-Oct,105672
11,9-Oct,80136
1,9-Oct,2046992
1,9-Oct,117587
1,9-Oct,191794
40,9-Oct,58808
2,9-Oct,5975
2,9-Oct,11527
131,9-Oct,69083
1,9-Oct,12502
3,9-Oct,11098
8,9-Oct,21574
8,9-Oct,121309
15,9-Oct,13552
10,9-Oct,14924
2,9-Oct,146377
8,9-Oct,13131
4,9-Oct,114400
29,9-Oct,143305
6,9-Oct,14660
256,9-Oct,95810
1,9-Oct,107455
14,9-Oct,77507
11,9-Oct,160807
19,9-Oct,338
3,9-Oct,28053
25,9-Oct,9787
37,9-Oct,52626
7,9-Oct,107642
1,9-Oct,130006
66,9-Oct,115730
4,9-Oct,8976
6,9-Oct,35634
11,9-Oct,185022
48,9-Oct,126014
1,9-Oct,11829
36,9-Oct,82187
132,9-Oct,12950
7,9-Oct,62571
42,9-Oct,267
5,9-Oct,105976
49,9-Oct,88558
3,9-Oct,52239
1,9-Oct,25824
37,9-Oct,149392
14,9-Oct,18196
3,9-Oct,648
1,9-Oct,2635
2,9-Oct,2326914
1,9-Oct,134502
2,9-Oct,17832
16,9-Oct,131057
6,9-Oct,158065
1,9-Oct,192705
59,9-Oct,104349
2,9-Oct,135786
9,9-Oct,136407
2,9-Oct,61663
55,9-Oct,30461
2,9-Oct,191140
2,9-Oct,187730
27,9-Oct,184686
4,9-Oct,4639
2,9-Oct,12916
32,9-Oct,126562
8,9-Oct,28278
10,9-Oct,32136
2,9-Oct,101371
24,9-Oct,50049
5,9-Oct,105570
6,9-Oct,164230
2,9-Oct,27835
7,9-Oct,4913
14,9-Oct,12716
76,9-Oct,14860
11,9-Oct,6568
8,9-Oct,154306
8,9-Oct,155137
1,9-Oct,21038
1,9-Oct,54500
6,9-Oct,23691
1,9-Oct,99206
1,9-Oct,97627
29,9-Oct,128397
1,9-Oct,6329
28,9-Oct,185722
1,9-Oct,112407
5,9-Oct,122313
16,9-Oct,34208
3,9-Oct,19404
1,9-Oct,71074
2,9-Oct,49220
1,9-Oct,21925
1,9-Oct,2239
1,9-Oct,1363
1,9-Oct,166258
1,9-Oct,93540
6,9-Oct,133520
37,9-Oct,45
91,9-Oct,166538
5,9-Oct,73488
22,9-Oct,117215
1,9-Oct,6486
1,9-Oct,192812
1,9-Oct,618
6,9-Oct,143280
4,9-Oct,128585
19,9-Oct,11834
3,9-Oct,417292
1,9-Oct,12320
2,9-Oct,4926
12,9-Oct,39809
11,9-Oct,30618
1,9-Oct,113124
114,9-Oct,189361
6,9-Oct,78613
171,9-Oct,67566
3,9-Oct,144012
24,9-Oct,48684
1,9-Oct,99024
58,9-Oct,98713
64,9-Oct,103043
4,9-Oct,97248
1,9-Oct,192210
6,9-Oct,120261
45,9-Oct,13724
9,9-Oct,188268
10,9-Oct,53162
4,9-Oct,29432
8,9-Oct,1431
1,9-Oct,2653
16,9-Oct,117658
5,9-Oct,44765
1,9-Oct,1284
2,9-Oct,141502
18,9-Oct,147320
2,9-Oct,242241
5,9-Oct,35829
1,9-Oct,56285
2,9-Oct,105019
8,9-Oct,14467
5,9-Oct,784
1,9-Oct,69283
1,9-Oct,119212
4,9-Oct,22080
2,9-Oct,7734
10,9-Oct,90025
1,9-Oct,108044
12,9-Oct,15622
2,9-Oct,155201
7,9-Oct,8521
41,9-Oct,9021
2,9-Oct,13188
2,9-Oct,123269
26,9-Oct,23897
7,9-Oct,29125
1,9-Oct,135549
3,9-Oct,1084
3,9-Oct,14637
2,9-Oct,52210
2,9-Oct,1088
7,9-Oct,28832
9,9-Oct,18804
1,9-Oct,88173
1,9-Oct,32133
16,9-Oct,33051
2,9-Oct,144846
2,9-Oct,52160
4,9-Oct,7034
7,9-Oct,2372835
11,9-Oct,12280
8,9-Oct,3571
3,9-Oct,8090
2,9-Oct,15124
2,8-Oct,5836
5,8-Oct,16800
2,8-Oct,1070
2,8-Oct,3041
9,8-Oct,2342
1,8-Oct,29057
18,8-Oct,14749
28,8-Oct,10893
3,8-Oct,4092
2,8-Oct,21905
2,8-Oct,24433
12,8-Oct,20
1,8-Oct,449902
9,8-Oct,1577190
1,8-Oct,32465
1,8-Oct,21384
3,8-Oct,149341
22,8-Oct,8236
80,8-Oct,3560
11,8-Oct,6349
21,8-Oct,20487
1,8-Oct,2517
24,8-Oct,19468
1,8-Oct,2942
15,8-Oct,14122
4,8-Oct,956
5,8-Oct,3410
9,8-Oct,33006
2,8-Oct,21755
4,8-Oct,21776
8,8-Oct,533
4,8-Oct,1606
17,8-Oct,20504
1,8-Oct,4828
4,8-Oct,46
51,8-Oct,20840
2,8-Oct,24895
3,8-Oct,631
21,8-Oct,6583
3,8-Oct,23309
2,8-Oct,30579
18,8-Oct,3853
1,8-Oct,29347
11,8-Oct,1892
23,8-Oct,23512
2,8-Oct,7370
5,8-Oct,27678
6,8-Oct,13281
17,8-Oct,18866
4,8-Oct,1575281
8,8-Oct,748
3,8-Oct,22710
6,8-Oct,718
5,8-Oct,19165
17,8-Oct,4977
1,8-Oct,13370
1,8-Oct,23666
11,8-Oct,25920
2,8-Oct,16794
6,8-Oct,16957
5,8-Oct,18093
1,8-Oct,9457
4,8-Oct,19990
3,8-Oct,18768
1,8-Oct,17675
17,8-Oct,5147
1,8-Oct,31985
37,8-Oct,21640
3,8-Oct,2990
1,8-Oct,26699
12,8-Oct,2954
4,8-Oct,24820
20,8-Oct,23909
4,8-Oct,11123
4,8-Oct,18722
2,8-Oct,363
4,8-Oct,18296
16,8-Oct,1163802
1,8-Oct,11702
14,8-Oct,13924
5,8-Oct,12034
5,8-Oct,16582
2,8-Oct,767
5,8-Oct,21126
22,8-Oct,1975282
33,8-Oct,4482
40,8-Oct,6461
48,8-Oct,14642
1,8-Oct,15485
7,8-Oct,28053
11,8-Oct,16271
8,8-Oct,32536
2,8-Oct,2841
5,8-Oct,25824
4,8-Oct,648
7,8-Oct,227
11,8-Oct,11963
4,8-Oct,148
53,8-Oct,20789
2,8-Oct,6264
6,8-Oct,5628
2,8-Oct,27835
10,8-Oct,4913
19,8-Oct,13216
1,8-Oct,9908
22,8-Oct,1200558
10,8-Oct,21038
6,8-Oct,6329
61,8-Oct,19404
12,8-Oct,7136
1,8-Oct,6486
1,8-Oct,196874
2,8-Oct,417292
9,8-Oct,12320
16,8-Oct,4926
3,8-Oct,25167
7,8-Oct,30618
1,8-Oct,6364
7,8-Oct,52490
7,8-Oct,4950
9,8-Oct,9269
23,8-Oct,12388
1,8-Oct,17693
3,8-Oct,25333
3,8-Oct,445
11,8-Oct,8521
18,8-Oct,32133
3,8-Oct,12280
12,9-Sep,30568
15,9-Sep,83805
7,9-Sep,10527
1,9-Sep,118437
3,9-Sep,7919
4,9-Sep,1070
55,9-Sep,168212
26,9-Sep,95612
29,9-Sep,1288
10,9-Sep,14149
18,9-Sep,15609
4,9-Sep,74118
48,9-Sep,50742
3,9-Sep,129655
5,9-Sep,3205
4,9-Sep,5618
13,9-Sep,68204
3,9-Sep,43151
5,9-Sep,4321
20,9-Sep,28875
2,9-Sep,1820
2,9-Sep,24433
44,9-Sep,47161
75,9-Sep,1831
27,9-Sep,75956
3,9-Sep,85170
10,9-Sep,34855
6,9-Sep,108578
18,9-Sep,57757
10,9-Sep,44540
13,9-Sep,178385
1,9-Sep,449902
4,9-Sep,6236
1,9-Sep,36429
1,9-Sep,82
15,9-Sep,26620
4,9-Sep,9587
4,9-Sep,117104
4,9-Sep,158014
2,9-Sep,65060
6,9-Sep,143725
3,9-Sep,30447
1,9-Sep,7890
3,9-Sep,110213
55,9-Sep,93623
7,9-Sep,19629
2,9-Sep,135724
1,9-Sep,16143
2,9-Sep,119895
4,9-Sep,144491
18,9-Sep,12195
6,9-Sep,38686
238,9-Sep,138475
11,9-Sep,169484
40,9-Sep,73070
12,9-Sep,2119053
21,9-Sep,13663
1,9-Sep,39371
2,9-Sep,16089
2,9-Sep,4228
3,9-Sep,87973
4,9-Sep,63485
1,9-Sep,20553
4,9-Sep,139396
17,9-Sep,9842
19,9-Sep,20938
6,9-Sep,73109
4,9-Sep,149341
21,9-Sep,100835
1,9-Sep,164075
1,9-Sep,98048
21,9-Sep,127549
1,9-Sep,113643
13,9-Sep,67468
9,9-Sep,107591
10,9-Sep,17279
3,9-Sep,14256
25,9-Sep,145346
1,9-Sep,6198
1,9-Sep,65732
1,9-Sep,144695
7,9-Sep,33987
3,9-Sep,153285
5,9-Sep,41021
1,9-Sep,8376
3,9-Sep,1954
2,9-Sep,10387
1,9-Sep,6013
2,9-Sep,33
15,9-Sep,36565
31,9-Sep,3560
3,9-Sep,6443
44,9-Sep,149053
7,9-Sep,10293
2,9-Sep,77546
12,9-Sep,26742
9,9-Sep,33226
90,9-Sep,86837
4,9-Sep,161424
4,9-Sep,112871
1,9-Sep,113158
1,9-Sep,119159
3,9-Sep,112222
9,9-Sep,124946
3,9-Sep,3241
2,9-Sep,39622
6,9-Sep,41718
3,9-Sep,25282
1,9-Sep,40914
35,9-Sep,45433
3,9-Sep,1569
23,9-Sep,67132
1,9-Sep,2942
17,9-Sep,162796
7,9-Sep,146270
7,9-Sep,14122
32,9-Sep,115432
2,9-Sep,956
9,9-Sep,7583
17,9-Sep,104200
14,9-Sep,13813
5,9-Sep,582
2,9-Sep,53328
95,9-Sep,33006
7,9-Sep,127013
3,9-Sep,100478
1,9-Sep,170352
1,9-Sep,1554
1,9-Sep,157852
1,9-Sep,533
2,9-Sep,57036
3,9-Sep,1606
13,9-Sep,55164
2,9-Sep,126998
10,9-Sep,4728
6,9-Sep,17896
54,9-Sep,4725
9,9-Sep,106244
8,9-Sep,43965
1,9-Sep,22237
5,9-Sep,781
1,9-Sep,83444
2,9-Sep,155537
26,9-Sep,27439
12,9-Sep,114996
6,9-Sep,101090
6,9-Sep,177222
5,9-Sep,65714
3,9-Sep,10673
53,9-Sep,126039
3,9-Sep,67268
5,9-Sep,100142
6,9-Sep,86463
33,9-Sep,135952
48,9-Sep,19068
2,9-Sep,20138
1,9-Sep,6583
10,9-Sep,283739
3,9-Sep,51428
3,9-Sep,47012
3,9-Sep,23309
1,9-Sep,151350
11,9-Sep,2424
9,9-Sep,8355
19,9-Sep,18747
72,9-Sep,119280
10,9-Sep,127947
2,9-Sep,3853
2,9-Sep,73297
4,9-Sep,84378
2,9-Sep,49048
10,9-Sep,65843
3,9-Sep,233
4,9-Sep,41543
36,9-Sep,13263
13,9-Sep,112671
23,9-Sep,168225
1,9-Sep,1892
1,9-Sep,23512
1,9-Sep,96982
26,9-Sep,155693
2,9-Sep,135199
25,9-Sep,115145
2,9-Sep,97777
1,9-Sep,8655
3,9-Sep,43217
1,9-Sep,95725
3,9-Sep,13531
6,9-Sep,78162
1,9-Sep,97688
1,9-Sep,13281
23,9-Sep,30018
3,9-Sep,108741
1,9-Sep,18866
24,9-Sep,64960
5,9-Sep,7585
2,9-Sep,21974
3,9-Sep,86937
6,9-Sep,71059
1,9-Sep,748
6,9-Sep,131527
1,9-Sep,155187
7,9-Sep,49713
3,9-Sep,20402
1,9-Sep,601581
1,9-Sep,37881
1,9-Sep,41782
3,9-Sep,95710
2,9-Sep,94559
1,9-Sep,8026
7,9-Sep,8155
4,9-Sep,14971
5,9-Sep,116166
2,9-Sep,41596
4,9-Sep,72312
2,9-Sep,11480
6,9-Sep,64203
3,9-Sep,36680
2,9-Sep,79061
15,9-Sep,115481
7,9-Sep,12601
21,9-Sep,118959
1,9-Sep,149190
58,9-Sep,37213
74,9-Sep,111335
15,9-Sep,3171
10,9-Sep,171006
1,9-Sep,166476
11,9-Sep,11995
4,9-Sep,18811
2,9-Sep,102482
3,9-Sep,22595
17,9-Sep,101811
2,9-Sep,115866
5,9-Sep,67386
5,9-Sep,143476
10,9-Sep,19268
3,9-Sep,51103
16,9-Sep,72631
14,9-Sep,8919
5,9-Sep,7536
33,9-Sep,3146
20,9-Sep,16782
20,9-Sep,65696
1,9-Sep,3546
1,9-Sep,19990
5,9-Sep,50356
4,9-Sep,38971
2,9-Sep,87971
44,9-Sep,121112
1,9-Sep,133
1,9-Sep,34537
6,9-Sep,174728
2,9-Sep,1220
2,9-Sep,18768
3,9-Sep,66475
7,9-Sep,100020
9,9-Sep,377
23,9-Sep,22459
2,9-Sep,111124
1,9-Sep,76371
1,9-Sep,17675
5,9-Sep,125921
40,9-Sep,19679
14,9-Sep,19479
63,9-Sep,135152
2,9-Sep,5147
36,9-Sep,59242
51,9-Sep,166740
1,9-Sep,31985
4,9-Sep,109302
36,9-Sep,138071
2,9-Sep,45725
5,9-Sep,96531
10,9-Sep,62642
3,9-Sep,1693173
2,9-Sep,14131
3,9-Sep,1869
1,9-Sep,3839
44,9-Sep,126214
3,9-Sep,166940
16,9-Sep,68587
11,9-Sep,10098
7,9-Sep,41981
2,9-Sep,85863
2,9-Sep,58737
15,9-Sep,168425
1,9-Sep,179542
3,9-Sep,40714
2,9-Sep,76456
10,9-Sep,95573
6,9-Sep,51167
2,9-Sep,163394
4,9-Sep,83741
2,9-Sep,34942
20,9-Sep,19540
8,9-Sep,60580
6,9-Sep,1942
1,9-Sep,2354
21,9-Sep,2385
1,9-Sep,2405
33,9-Sep,55847
1,9-Sep,100964
1,9-Sep,2590
1,9-Sep,144746
26,9-Sep,41360
6,9-Sep,85931
2,9-Sep,4257
3,9-Sep,73831
3,9-Sep,76056
1,9-Sep,58508
5,9-Sep,45859
26,9-Sep,156142
1,9-Sep,1338
1,9-Sep,77775
1,9-Sep,23909
7,9-Sep,22437
13,9-Sep,11123
1,9-Sep,30354
9,9-Sep,25688
2,9-Sep,18296
7,9-Sep,1163802
14,9-Sep,84478
1,9-Sep,69258
49,9-Sep,165297
2,9-Sep,13924
8,9-Sep,16007
3,9-Sep,5077
4,9-Sep,135531
1,9-Sep,124839
1,9-Sep,30700
83,9-Sep,33708
3,9-Sep,16582
4,9-Sep,118240
9,9-Sep,21126
5,9-Sep,65464
6,9-Sep,8670
4,9-Sep,99354
3,9-Sep,32090
6,9-Sep,1367
10,9-Sep,10593
185,9-Sep,18936
4,9-Sep,124367
1,9-Sep,169346
1,9-Sep,15809
6,9-Sep,116522
17,9-Sep,17160
2,9-Sep,14673
1,9-Sep,80572
9,9-Sep,80136
2,9-Sep,2046992
2,9-Sep,117587
22,9-Sep,58808
1,9-Sep,5975
1,9-Sep,11527
104,9-Sep,69083
1,9-Sep,131944
4,9-Sep,12502
1,9-Sep,24582
1,9-Sep,2603
6,9-Sep,154770
1,9-Sep,11098
24,9-Sep,21574
10,9-Sep,121309
4,9-Sep,13552
4,9-Sep,14924
1,9-Sep,146377
2,9-Sep,13131
4,9-Sep,114400
46,9-Sep,143305
1,9-Sep,14660
278,9-Sep,95810
2,9-Sep,152349
4,9-Sep,107455
55,9-Sep,77507
14,9-Sep,160807
8,9-Sep,338
1,9-Sep,28053
22,9-Sep,9787
33,9-Sep,52626
51,9-Sep,107642
6,9-Sep,130006
23,9-Sep,83605
47,9-Sep,115730
14,9-Sep,35634
85,9-Sep,126014
3,9-Sep,11829
41,9-Sep,82187
104,9-Sep,12950
1,9-Sep,446733
2,9-Sep,62571
40,9-Sep,267
4,9-Sep,27020
4,9-Sep,105976
33,9-Sep,88558
1,9-Sep,2841
4,9-Sep,52239
2,9-Sep,128511
1,9-Sep,25824
1,9-Sep,106762
88,9-Sep,149392
7,9-Sep,18196
5,9-Sep,2326914
1,9-Sep,134502
3,9-Sep,17832
2,9-Sep,131057
10,9-Sep,158065
45,9-Sep,104349
5,9-Sep,135786
5,9-Sep,136407
2,9-Sep,145173
61,9-Sep,30461
1,9-Sep,52175
4,9-Sep,4639
25,9-Sep,126562
1,9-Sep,28278
1,9-Sep,32136
7,9-Sep,5628
3,9-Sep,50049
14,9-Sep,105570
1,9-Sep,164230
1,9-Sep,27835
1,9-Sep,176985
11,9-Sep,12716
77,9-Sep,14860
1,9-Sep,114200
5,9-Sep,6568
1,9-Sep,1200558
9,9-Sep,154306
18,9-Sep,155137
1,9-Sep,62186
5,9-Sep,57601
4,9-Sep,54500
2,9-Sep,23691
6,9-Sep,99206
5,9-Sep,97627
11,9-Sep,115200
30,9-Sep,128397
26,9-Sep,137624
1,9-Sep,26449
5,9-Sep,112407
2,9-Sep,122313
39,9-Sep,34208
2,9-Sep,85616
2,9-Sep,19404
8,9-Sep,71074
2,9-Sep,49220
2,9-Sep,21925
2,9-Sep,1363
3,9-Sep,166258
2,9-Sep,74449
15,9-Sep,133520
5,9-Sep,45
95,9-Sep,166538
4,9-Sep,73488
9,9-Sep,117215
4,9-Sep,58391
9,9-Sep,143280
9,9-Sep,128585
22,9-Sep,11834
2,9-Sep,417292
1,9-Sep,245
1,9-Sep,25167
6,9-Sep,30618
2,9-Sep,6364
3,9-Sep,113124
2,9-Sep,78613
140,9-Sep,67566
6,9-Sep,48684
111,9-Sep,98713
47,9-Sep,103043
8,9-Sep,120261
13,9-Sep,13724
32,9-Sep,53162
1,9-Sep,29432
1,9-Sep,1431
4,9-Sep,117658
6,9-Sep,44765
8,9-Sep,141502
12,9-Sep,147320
5,9-Sep,53777
1,9-Sep,242241
3,9-Sep,17815
4,9-Sep,35829
1,9-Sep,56285
1,9-Sep,6083
4,9-Sep,171206
2,9-Sep,1249
1,9-Sep,105019
4,9-Sep,14467
21,9-Sep,784
2,9-Sep,69283
1,9-Sep,119212
3,9-Sep,22080
2,9-Sep,13986
6,9-Sep,12388
5,9-Sep,7734
10,9-Sep,90025
8,9-Sep,108044
1,9-Sep,25418
23,9-Sep,15622
14,9-Sep,155201
5,9-Sep,8521
76,9-Sep,9021
1,9-Sep,13188
9,9-Sep,23897
5,9-Sep,29125
4,9-Sep,1084
18,9-Sep,14637
1,9-Sep,1088
8,9-Sep,28832
7,9-Sep,18804
1,9-Sep,88173
1,9-Sep,111888
33,9-Sep,33051
4,9-Sep,144846
4,9-Sep,7034
11,9-Sep,2372835
17,9-Sep,68054
5,9-Sep,3571
1,9-Sep,179669
3,9-Sep,8090
1,9-Sep,54486
5,8-Sep,5836
14,8-Sep,16800
1,8-Sep,17294
8,8-Sep,1070
1,8-Sep,2089740
2,8-Sep,2342
2,8-Sep,14149
13,8-Sep,14749
14,8-Sep,10893
3,8-Sep,4092
1,8-Sep,19851
7,8-Sep,3205
8,8-Sep,5168
10,8-Sep,1577190
3,8-Sep,9587
2,8-Sep,7890
3,8-Sep,4682
1,8-Sep,18167
33,8-Sep,8236
16,8-Sep,17875
1,8-Sep,14256
2,8-Sep,33
128,8-Sep,3560
2,8-Sep,109
31,8-Sep,6349
5,8-Sep,20487
19,8-Sep,5113
3,8-Sep,19468
4,8-Sep,146270
13,8-Sep,14122
9,8-Sep,956
3,8-Sep,582
6,8-Sep,21755
45,8-Sep,1554
2,8-Sep,21776
42,8-Sep,533
3,8-Sep,1606
15,8-Sep,20504
1,8-Sep,4728
2,8-Sep,4828
1,8-Sep,4928
12,8-Sep,46
19,8-Sep,20840
7,8-Sep,631
12,8-Sep,20138
12,8-Sep,6583
5,8-Sep,23309
29,8-Sep,3853
3,8-Sep,1892
11,8-Sep,23512
3,8-Sep,8655
13,8-Sep,13281
10,8-Sep,18866
36,8-Sep,10778
2,8-Sep,1575281
7,8-Sep,748
1,8-Sep,17089
2,8-Sep,13992
30,8-Sep,718
3,8-Sep,19165
52,8-Sep,4977
1,8-Sep,16794
1,8-Sep,18811
3,8-Sep,18093
4,8-Sep,19268
13,8-Sep,11799
7,8-Sep,9457
1,8-Sep,16782
11,8-Sep,3546
69,8-Sep,19990
3,8-Sep,133
48,8-Sep,1220
1,8-Sep,18768
10,8-Sep,1233
1,8-Sep,17675
25,8-Sep,5147
15,8-Sep,21640
3,8-Sep,2069
39,8-Sep,3839
3,8-Sep,2990
1,8-Sep,95
4,8-Sep,2354
19,8-Sep,2954
3,8-Sep,19302
2,8-Sep,11123
5,8-Sep,18722
4,8-Sep,14337
12,8-Sep,18296
3,8-Sep,18515
6,8-Sep,1163802
25,8-Sep,11702
20,8-Sep,12034
15,8-Sep,16582
1,8-Sep,767
12,8-Sep,21126
5,8-Sep,1367
36,8-Sep,15809
15,8-Sep,1975282
96,8-Sep,4482
4,8-Sep,5975
8,8-Sep,6461
34,8-Sep,12502
29,8-Sep,2603
86,8-Sep,14642
2,8-Sep,16271
11,8-Sep,8976
2,8-Sep,11829
1,8-Sep,2841
1,8-Sep,402
5,8-Sep,648
11,8-Sep,227
10,8-Sep,2635
9,8-Sep,11963
20,8-Sep,148
25,8-Sep,20789
2,8-Sep,12916
10,8-Sep,6264
36,8-Sep,5628
41,8-Sep,4913
1,8-Sep,13216
2,8-Sep,9908
19,8-Sep,21038
8,8-Sep,6329
5,8-Sep,19404
2,8-Sep,2239
13,8-Sep,7136
3,8-Sep,618
11,8-Sep,245
9,8-Sep,12320
75,8-Sep,4926
2,8-Sep,6364
5,8-Sep,2892
5,8-Sep,4950
11,8-Sep,2653
3,8-Sep,1284
8,8-Sep,8844
12,8-Sep,9269
8,8-Sep,2628
7,8-Sep,1249
15,8-Sep,22080
6,8-Sep,13986
6,8-Sep,12388
1,8-Sep,17693
1,8-Sep,17343
14,8-Sep,8521
10,8-Sep,12280
3,9-Aug,83805
2,9-Aug,10527
1,9-Aug,5836
1,9-Aug,16800
1,9-Aug,49381
1,9-Aug,32958
6,9-Aug,95612
7,9-Aug,29057
1,9-Aug,75224
14,9-Aug,14149
1,9-Aug,14749
1,9-Aug,74118
15,9-Aug,129655
2,9-Aug,3205
2,9-Aug,5618
8,9-Aug,68204
2,9-Aug,85514
1,9-Aug,270
2,9-Aug,1820
1,9-Aug,24433
4,9-Aug,75956
7,9-Aug,85170
6,9-Aug,108578
26,9-Aug,57757
5,9-Aug,6236
1,9-Aug,107744
1,9-Aug,38522
5,9-Aug,117104
8,9-Aug,158014
1,9-Aug,65060
2,9-Aug,30447
10,9-Aug,110213
9,9-Aug,19629
13,9-Aug,135724
1,9-Aug,119895
51,9-Aug,144491
195,9-Aug,138475
28,9-Aug,73070
1,9-Aug,2119053
18,9-Aug,144997
1,9-Aug,39371
4,9-Aug,16089
10,9-Aug,87973
3,9-Aug,63485
13,9-Aug,139396
5,9-Aug,149341
11,9-Aug,100835
6,9-Aug,160671
15,9-Aug,127549
11,9-Aug,52589
6,9-Aug,113643
4,9-Aug,107591
29,9-Aug,17875
10,9-Aug,14256
8,9-Aug,145346
3,9-Aug,6198
3,9-Aug,65732
1,9-Aug,33987
3,9-Aug,153285
1,9-Aug,99635
